,id_tahun,tahun,nilai,status,last_update,var_label,related_ids,related_titles,related_links,subject_id,subject_label,var_id,var_unit,var_decimal,turvar_id,turvar_label,vervar_id,vervar_label,turtahun_id,turtahun_label
0,100,,,Data Tidak Ditemukan,,,,,,,,,,,,,,,,
1,100,,,Data Tidak Ditemukan,,,,,,,,,,,,,,,,
2,101,,,Data Tidak Ditemukan,,,,,,,,,,,,,,,,
3,101,,,Data Tidak Ditemukan,,,,,,,,,,,,,,,,
4,102,,,Data Tidak Ditemukan,,,,,,,,,,,,,,,,
5,102,,,Data Tidak Ditemukan,,,,,,,,,,,,,,,,
6,103,,,Data Tidak Ditemukan,,,,,,,,,,,,,,,,
7,103,,,Data Tidak Ditemukan,,,,,,,,,,,,,,,,
8,104,,,Data Tidak Ditemukan,,,,,,,,,,,,,,,,
9,104,,,Data Tidak Ditemukan,,,,,,,,,,,,,,,,
10,105,,,Data Tidak Ditemukan,,,,,,,,,,,,,,,,
11,105,,,Data Tidak Ditemukan,,,,,,,,,,,,,,,,
12,106,,,Data Tidak Ditemukan,,,,,,,,,,,,,,,,
13,106,,,Data Tidak Ditemukan,,,,,,,,,,,,,,,,
14,107,,,Data Tidak Ditemukan,,,,,,,,,,,,,,,,
15,107,,,Data Tidak Ditemukan,,,,,,,,,,,,,,,,
16,108,,,Data Tidak Ditemukan,,,,,,,,,,,,,,,,
17,108,,,Data Tidak Ditemukan,,,,,,,,,,,,,,,,
18,109,,,Data Tidak Ditemukan,,,,,,,,,,,,,,,,
19,109,,,Data Tidak Ditemukan,,,,,,,,,,,,,,,,
20,110,,,Data Tidak Ditemukan,2025-03-04 09:55:59,Kemiskinan,ODAjMg==; ODMjMg==; ODIjMg==,Garis Kemiskinan; Tingkat Keparahan Kemiskinan; Tingkat Kedalam Kemiskinan,/2/ODAjMg==/garis-kemiskinan.html; /2/ODMjMg==/tingkat-keparahan-kemiskinan.html; /2/ODIjMg==/tingkat-kedalam-kemiskinan.html,563.0,"Kondisi Tempat Tinggal, Kemiskinan, dan Permasalahan Sosial Lintas Sektor",34.0,,,0,Tidak ada,1.0,Jumlah Penduduk Miskin (Ribu),0.0,Tahun
21,111,2011,16120.0,Data Tersedia,2025-03-04 09:55:59,Kemiskinan,ODAjMg==; ODMjMg==; ODIjMg==,Garis Kemiskinan; Tingkat Keparahan Kemiskinan; Tingkat Kedalam Kemiskinan,/2/ODAjMg==/garis-kemiskinan.html; /2/ODMjMg==/tingkat-keparahan-kemiskinan.html; /2/ODIjMg==/tingkat-kedalam-kemiskinan.html,563.0,"Kondisi Tempat Tinggal, Kemiskinan, dan Permasalahan Sosial Lintas Sektor",34.0,,,0,Tidak ada,1.0,Jumlah Penduduk Miskin (Ribu),0.0,Tahun
22,112,2012,15.53,Data Tersedia,2025-03-04 09:55:59,Kemiskinan,ODAjMg==; ODMjMg==; ODIjMg==,Garis Kemiskinan; Tingkat Keparahan Kemiskinan; Tingkat Kedalam Kemiskinan,/2/ODAjMg==/garis-kemiskinan.html; /2/ODMjMg==/tingkat-keparahan-kemiskinan.html; /2/ODIjMg==/tingkat-kedalam-kemiskinan.html,563.0,"Kondisi Tempat Tinggal, Kemiskinan, dan Permasalahan Sosial Lintas Sektor",34.0,,,0,Tidak ada,1.0,Jumlah Penduduk Miskin (Ribu),0.0,Tahun
23,113,2013,14.5,Data Tersedia,2025-03-04 09:55:59,Kemiskinan,ODAjMg==; ODMjMg==; ODIjMg==,Garis Kemiskinan; Tingkat Keparahan Kemiskinan; Tingkat Kedalam Kemiskinan,/2/ODAjMg==/garis-kemiskinan.html; /2/ODMjMg==/tingkat-keparahan-kemiskinan.html; /2/ODIjMg==/tingkat-kedalam-kemiskinan.html,563.0,"Kondisi Tempat Tinggal, Kemiskinan, dan Permasalahan Sosial Lintas Sektor",34.0,,,0,Tidak ada,1.0,Jumlah Penduduk Miskin (Ribu),0.0,Tahun
24,114,2014,16.6,Data Tersedia,2025-03-04 09:55:59,Kemiskinan,ODAjMg==; ODMjMg==; ODIjMg==,Garis Kemiskinan; Tingkat Keparahan Kemiskinan; Tingkat Kedalam Kemiskinan,/2/ODAjMg==/garis-kemiskinan.html; /2/ODMjMg==/tingkat-keparahan-kemiskinan.html; /2/ODIjMg==/tingkat-kedalam-kemiskinan.html,563.0,"Kondisi Tempat Tinggal, Kemiskinan, dan Permasalahan Sosial Lintas Sektor",34.0,,,0,Tidak ada,1.0,Jumlah Penduduk Miskin (Ribu),0.0,Tahun
25,115,2015,16.1,Data Tersedia,2025-03-04 09:55:59,Kemiskinan,ODAjMg==; ODMjMg==; ODIjMg==,Garis Kemiskinan; Tingkat Keparahan Kemiskinan; Tingkat Kedalam Kemiskinan,/2/ODAjMg==/garis-kemiskinan.html; /2/ODMjMg==/tingkat-keparahan-kemiskinan.html; /2/ODIjMg==/tingkat-kedalam-kemiskinan.html,563.0,"Kondisi Tempat Tinggal, Kemiskinan, dan Permasalahan Sosial Lintas Sektor",34.0,,,0,Tidak ada,1.0,Jumlah Penduduk Miskin (Ribu),0.0,Tahun
26,116,2016,16.24,Data Tersedia,2025-03-04 09:55:59,Kemiskinan,ODAjMg==; ODMjMg==; ODIjMg==,Garis Kemiskinan; Tingkat Keparahan Kemiskinan; Tingkat Kedalam Kemiskinan,/2/ODAjMg==/garis-kemiskinan.html; /2/ODMjMg==/tingkat-keparahan-kemiskinan.html; /2/ODIjMg==/tingkat-kedalam-kemiskinan.html,563.0,"Kondisi Tempat Tinggal, Kemiskinan, dan Permasalahan Sosial Lintas Sektor",34.0,,,0,Tidak ada,1.0,Jumlah Penduduk Miskin (Ribu),0.0,Tahun
27,117,2017,16.76,Data Tersedia,2025-03-04 09:55:59,Kemiskinan,ODAjMg==; ODMjMg==; ODIjMg==,Garis Kemiskinan; Tingkat Keparahan Kemiskinan; Tingkat Kedalam Kemiskinan,/2/ODAjMg==/garis-kemiskinan.html; /2/ODMjMg==/tingkat-keparahan-kemiskinan.html; /2/ODIjMg==/tingkat-kedalam-kemiskinan.html,563.0,"Kondisi Tempat Tinggal, Kemiskinan, dan Permasalahan Sosial Lintas Sektor",34.0,,,0,Tidak ada,1.0,Jumlah Penduduk Miskin (Ribu),0.0,Tahun
28,118,2018,15.68,Data Tersedia,2025-03-04 09:55:59,Kemiskinan,ODAjMg==; ODMjMg==; ODIjMg==,Garis Kemiskinan; Tingkat Keparahan Kemiskinan; Tingkat Kedalam Kemiskinan,/2/ODAjMg==/garis-kemiskinan.html; /2/ODMjMg==/tingkat-keparahan-kemiskinan.html; /2/ODIjMg==/tingkat-kedalam-kemiskinan.html,563.0,"Kondisi Tempat Tinggal, Kemiskinan, dan Permasalahan Sosial Lintas Sektor",34.0,,,0,Tidak ada,1.0,Jumlah Penduduk Miskin (Ribu),0.0,Tahun
29,119,2019,14.92,Data Tersedia,2025-03-04 09:55:59,Kemiskinan,ODAjMg==; ODMjMg==; ODIjMg==,Garis Kemiskinan; Tingkat Keparahan Kemiskinan; Tingkat Kedalam Kemiskinan,/2/ODAjMg==/garis-kemiskinan.html; /2/ODMjMg==/tingkat-keparahan-kemiskinan.html; /2/ODIjMg==/tingkat-kedalam-kemiskinan.html,563.0,"Kondisi Tempat Tinggal, Kemiskinan, dan Permasalahan Sosial Lintas Sektor",34.0,,,0,Tidak ada,1.0,Jumlah Penduduk Miskin (Ribu),0.0,Tahun
30,120,2020,14.44,Data Tersedia,2025-03-04 09:55:59,Kemiskinan,ODAjMg==; ODMjMg==; ODIjMg==,Garis Kemiskinan; Tingkat Keparahan Kemiskinan; Tingkat Kedalam Kemiskinan,/2/ODAjMg==/garis-kemiskinan.html; /2/ODMjMg==/tingkat-keparahan-kemiskinan.html; /2/ODIjMg==/tingkat-kedalam-kemiskinan.html,563.0,"Kondisi Tempat Tinggal, Kemiskinan, dan Permasalahan Sosial Lintas Sektor",34.0,,,0,Tidak ada,1.0,Jumlah Penduduk Miskin (Ribu),0.0,Tahun
31,121,2021,15.18,Data Tersedia,2025-03-04 09:55:59,Kemiskinan,ODAjMg==; ODMjMg==; ODIjMg==,Garis Kemiskinan; Tingkat Keparahan Kemiskinan; Tingkat Kedalam Kemiskinan,/2/ODAjMg==/garis-kemiskinan.html; /2/ODMjMg==/tingkat-keparahan-kemiskinan.html; /2/ODIjMg==/tingkat-kedalam-kemiskinan.html,563.0,"Kondisi Tempat Tinggal, Kemiskinan, dan Permasalahan Sosial Lintas Sektor",34.0,,,0,Tidak ada,1.0,Jumlah Penduduk Miskin (Ribu),0.0,Tahun
32,122,2022,14.73,Data Tersedia,2025-03-04 09:55:59,Kemiskinan,ODAjMg==; ODMjMg==; ODIjMg==,Garis Kemiskinan; Tingkat Keparahan Kemiskinan; Tingkat Kedalam Kemiskinan,/2/ODAjMg==/garis-kemiskinan.html; /2/ODMjMg==/tingkat-keparahan-kemiskinan.html; /2/ODIjMg==/tingkat-kedalam-kemiskinan.html,563.0,"Kondisi Tempat Tinggal, Kemiskinan, dan Permasalahan Sosial Lintas Sektor",34.0,,,0,Tidak ada,1.0,Jumlah Penduduk Miskin (Ribu),0.0,Tahun
33,123,2023,14.88,Data Tersedia,2025-03-04 09:55:59,Kemiskinan,ODAjMg==; ODMjMg==; ODIjMg==,Garis Kemiskinan; Tingkat Keparahan Kemiskinan; Tingkat Kedalam Kemiskinan,/2/ODAjMg==/garis-kemiskinan.html; /2/ODMjMg==/tingkat-keparahan-kemiskinan.html; /2/ODIjMg==/tingkat-kedalam-kemiskinan.html,563.0,"Kondisi Tempat Tinggal, Kemiskinan, dan Permasalahan Sosial Lintas Sektor",34.0,,,0,Tidak ada,1.0,Jumlah Penduduk Miskin (Ribu),0.0,Tahun
34,124,2024,14.64,Data Tersedia,2025-03-04 09:55:59,Kemiskinan,ODAjMg==; ODMjMg==; ODIjMg==,Garis Kemiskinan; Tingkat Keparahan Kemiskinan; Tingkat Kedalam Kemiskinan,/2/ODAjMg==/garis-kemiskinan.html; /2/ODMjMg==/tingkat-keparahan-kemiskinan.html; /2/ODIjMg==/tingkat-kedalam-kemiskinan.html,563.0,"Kondisi Tempat Tinggal, Kemiskinan, dan Permasalahan Sosial Lintas Sektor",34.0,,,0,Tidak ada,1.0,Jumlah Penduduk Miskin (Ribu),0.0,Tahun
35,125,,,Data Tidak Ditemukan,2025-03-04 09:55:59,Kemiskinan,ODAjMg==; ODMjMg==; ODIjMg==,Garis Kemiskinan; Tingkat Keparahan Kemiskinan; Tingkat Kedalam Kemiskinan,/2/ODAjMg==/garis-kemiskinan.html; /2/ODMjMg==/tingkat-keparahan-kemiskinan.html; /2/ODIjMg==/tingkat-kedalam-kemiskinan.html,563.0,"Kondisi Tempat Tinggal, Kemiskinan, dan Permasalahan Sosial Lintas Sektor",34.0,,,0,Tidak ada,1.0,Jumlah Penduduk Miskin (Ribu),0.0,Tahun
